date,close,high,low,open,volume,esp,P/E
2020-01-02,209.77999877929688,209.7899932861328,206.2700042724609,206.75,12077100.0,0.16356099276758698,1282.5796372939915
2020-01-03,208.6699981689453,210.3999938964844,206.9499969482422,207.2100067138672,11188400.0,0.17655272118921603,1181.9132368133164
2020-01-04,209.9800008138021,211.1933288574219,206.8066660563151,207.04000345865884,13145233.333333334,0.15027062781338416,1397.3456015274583
2020-01-05,211.29000345865884,211.98666381835935,206.663335164388,206.87000020345053,15102066.666666666,0.1307994799224008,1615.3734218516047
2020-01-06,212.6000061035156,212.77999877929688,206.5200042724609,206.6999969482422,17058900.0,0.11579541856470374,1835.9966977857569
2020-01-07,213.0599975585937,214.5800018310547,211.75,212.82000732421875,14912400.0,0.13246308211645508,1608.448136298699
2020-01-08,215.22000122070312,216.2400054931641,212.6100006103516,213.0,13475000.0,0.14659313289450276,1468.1451782300633
2020-01-09,218.3000030517578,218.3800048828125,216.27999877929688,217.5399932861328,12642800.0,0.15624248313296302,1397.1872353435626
2020-01-10,218.0599975585937,219.8800048828125,217.4199981689453,219.1999969482422,12119400.0,0.16299012044766445,1337.872485520446
2020-01-11,219.34333292643225,220.57667032877603,218.01666768391928,219.3333333333333,12900733.333333334,0.1531186185090324,1432.5059555934622
2020-01-12,220.6266682942708,221.2733357747396,218.6133371988932,219.46666971842447,13682066.666666666,0.14437456810277868,1528.1546548919132
2020-01-13,221.91000366210932,221.97000122070312,219.2100067138672,219.6000061035156,14463400.0,0.1365752496476226,1624.8185834157994
2020-01-14,219.0599975585937,222.3800048828125,218.6300048828125,221.6100006103516,13288900.0,0.14864604788608723,1473.7021311623917
2020-01-15,221.1499938964844,221.67999267578125,220.13999938964844,220.6100006103516,10036500.0,0.19681586865475262,1123.6390409373842
2020-01-16,221.7700042724609,222.6300048828125,220.38999938964844,222.57000732421875,10015300.0,0.1972324808795967,1124.409140337506
2020-01-17,222.13999938964844,222.2899932861328,220.52999877929688,222.02999877929688,15905900.0,0.12418929238543086,1788.721033212913
2020-01-18,221.9650001525879,222.30999374389648,220.17749786376956,222.0625,15498375.0,0.12745481160143723,1741.5191891436205
2020-01-19,221.79000091552732,222.32999420166016,219.8249969482422,222.09500122070312,15090850.0,0.13089670003700418,1694.3895518590448
2020-01-20,221.6150016784668,222.34999465942383,219.47249603271484,222.12750244140625,14683325.0,0.1345296426901553,1647.3321213591857
2020-01-21,221.44000244140625,222.3699951171875,219.1199951171875,222.16000366210932,14275800.0,0.1383700013837,1600.346897644043
2020-01-22,221.32000732421875,222.75,221.27999877929688,222.3099975585937,12212800.0,0.1617436186421971,1368.3384184312965
2020-01-23,219.759994506836,221.4900054931641,219.2700042724609,220.75,11195000.0,0.17644863472562972,1245.461574970833
2020-01-24,217.94000244140625,221.77999877929688,216.1100006103516,220.8000030517578,11905800.0,0.1659142993963803,1313.5697359076512
2020-01-25,216.91666666666663,219.8733317057292,214.9066670735677,218.23333740234372,12540766.666666666,0.15751369260412773,1377.1289535560174
2020-01-26,215.8933308919271,217.96666463216144,213.70333353678387,215.6666717529297,13175733.333333334,0.1499227720977017,1440.0302760626232
2020-01-27,214.8699951171875,216.0599975585937,212.5,213.1000061035156,13810700.0,0.1430298584252373,1502.2737034274667
2020-01-28,217.7899932861328,218.7400054931641,213.5200042724609,216.13999938964844,13413800.0,0.14726195900888822,1478.9290781673478
2020-01-29,223.22999572753903,224.1999969482422,218.4499969482422,221.44000244140625,33181300.0,0.05953179850558672,3749.7606544944238
2020-01-30,209.52999877929688,211.42999267578125,204.75,206.52999877929688,48775500.0,0.04049866153608727,5173.751201446258
2020-01-31,201.91000366210932,208.69000244140625,201.0599975585937,208.42999267578125,31359900.0,0.06298943764978283,3205.458108464403
2020-02-01,202.67000325520831,207.5066680908203,201.5399983723958,206.76666259765625,26071800.0,0.07576548093163589,2674.9649149337533
2020-02-02,203.43000284830728,206.3233337402344,202.0199991861979,205.10333251953125,20783700.0,0.09504286848604554,2140.4026003084646
2020-02-03,204.19000244140625,205.13999938964844,202.5,203.44000244140625,15495600.0,0.12747763660351485,1601.7711645885365
2020-02-04,209.8300018310547,210.6000061035156,205.1999969482422,206.6199951171875,19628900.0,0.1006343944771956,2085.0724339440776
2020-02-05,210.1100006103516,212.72999572753903,208.7100067138672,212.509994506836,12538200.0,0.15754593687717733,1333.6427760377799
2020-02-06,210.8500061035156,211.19000244140625,209.33999633789065,210.47000122070312,10567500.0,0.18692618554562807,1127.9853889280153
2020-02-07,212.3300018310547,212.82000732421875,209.92999267578125,210.3000030517578,12242500.0,0.16135123265292423,1315.9490531305003
2020-02-08,212.5733337402344,213.14667256673175,210.17332967122397,210.7066701253255,12113800.0,0.16306546795831406,1303.6072959026278
2020-02-09,212.81666564941403,213.4733378092448,210.41666666666663,211.1133371988932,11985100.0,0.1648165193242797,1291.2338309407755
2020-02-10,213.0599975585937,213.8000030517578,210.66000366210932,211.5200042724609,11856400.0,0.1666055856544503,1278.8286582449437
2020-02-11,207.19000244140625,210.8600006103516,206.509994506836,210.19000244140625,25030800.0,0.07891647353474218,2625.434122448375
2020-02-12,210.759994506836,211.22000122070312,207.3999938964844,207.8500061035156,13813700.0,0.14299879581527214,1473.8585266067466
2020-02-13,213.13999938964844,214.3300018310547,209.17999267578125,209.5200042724609,15396600.0,0.12829731666429112,1661.2974061442044
2020-02-14,214.17999267578125,214.92999267578125,212.6499938964844,214.0,10741700.0,0.1838947713819437,1164.687778049633
2020-02-15,215.0849952697754,215.6924934387207,212.8374938964844,213.88750076293945,11958575.0,0.1651820945015125,1302.1084150728332
2020-02-16,215.98999786376956,216.45499420166016,213.0249938964844,213.7750015258789,13175450.0,0.14992599613321933,1440.6440739726547
2020-02-17,216.89500045776367,217.2174949645996,213.2124938964844,213.6625022888184,14392325.0,0.137249712312182,1580.2947547490962
2020-02-18,217.8000030517578,217.97999572753903,213.3999938964844,213.5500030517578,15609200.0,0.12654988505198375,1721.060457402159
2020-02-19,217.4900054931641,218.32000732421875,216.1100006103516,217.9900054931641,12135100.0,0.16277924910000122,1336.103997872309
2020-02-20,214.5800018310547,218.7700042724609,212.9499969482422,216.5200042724609,13109200.0,0.15068367755114154,1424.0427717078178
2020-02-21,210.17999267578125,214.2400054931641,208.8300018310547,213.47999572753903,14092300.0,0.14017175803477253,1499.4460768883396
2020-02-22,207.0266621907552,210.71000162760416,205.27666727701825,209.586664835612,17088233.333333332,0.11559664637187528,1790.9400375227917
2020-02-23,203.8733317057292,207.1799977620443,201.72333272298175,205.69333394368488,20084166.666666668,0.09835322015286127,2072.8689044331018
2020-02-24,200.72000122070312,203.6499938964844,198.1699981689453,201.8000030517578,23080100.0,0.08558639112280383,2345.232677619267
2020-02-25,196.7700042724609,203.5,195.9499969482422,202.25,21433500.0,0.09216145126803484,2135.057570873001
2020-02-26,197.1999969482422,201.2100067138672,195.4900054931641,197.19000244140625,16524500.0,0.1195402260736134,1649.653873222605
2020-02-27,189.75,195.8800048828125,189.5,191.82000732421875,21682600.0,0.0911026567733309,2082.8152187933424
2020-02-28,192.47000122070312,192.7400054931641,181.82000732421875,182.6999969482422,32568900.0,0.06065118765919097,3173.3921238644793
2020-02-29,193.7933349609375,194.0166727701823,184.16334025065103,186.4766642252604,30028933.33333333,0.06578130644290035,2946.0244169694997
2020-03-01,195.11666870117188,195.29334004720053,186.5066731770833,190.25333150227863,27488966.666666668,0.07185946600709223,2715.253529464228
2020-03-02,196.44000244140625,196.57000732421875,188.8500061035156,194.02999877929688,24949000.0,0.07917521607092166,2481.079461348662
2020-03-03,185.88999938964844,197.2400054931641,183.97000122070312,196.22000122070312,27984100.0,0.0705880291220166,2633.4493497236463
2020-03-04,191.759994506836,191.8300018310547,186.38999938964844,189.1699981689453,23062500.0,0.08565170583212682,2238.8345059078715
2020-03-05,185.1699981689453,188.9900054931641,183.88999938964844,186.77999877929688,19333400.0,0.10217253384057769,1812.3265735767168
2020-03-06,181.08999633789065,183.77999877929688,176.25999450683594,178.3300018310547,24559600.0,0.08043056343561884,2251.5072455366458
2020-03-07,177.22666422526044,180.85333251953125,172.56999715169272,175.42000325520834,26356066.666666668,0.07494830282288295,2364.652134206169
2020-03-08,173.36333211263022,177.92666625976562,168.87999979654947,172.51000467936197,28152533.33333333,0.07016570915181435,2470.77004149608
2020-03-09,169.5,175.0,165.19000244140625,169.60000610351562,29949000.0,0.06595687554687718,2569.86096740638
2020-03-10,178.19000244140625,178.2899932861328,169.5,174.6699981689453,24517800.0,0.08056768820014132,2211.680717445405
2020-03-11,170.24000549316406,175.8800048828125,167.66000366210938,174.00999450683594,20373900.0,0.09695455782905701,1755.8741879192357
2020-03-12,154.47000122070312,166.60000610351562,154.33999633789062,159.5399932861328,43266300.0,0.0456554516044456,3383.3856810576804
2020-03-13,170.27999877929688,170.7899932861328,157.60000610351562,163.52999877929688,35028600.0,0.05639227561916333,3019.5624650662617
2020-03-14,162.18999735514322,166.90333048502603,152.76667277018228,159.7933349609375,36392533.333333336,0.05427878426765448,2988.0919321141578
