date,close,high,low,open,volume,year,quarter,month,day,dayofweek,is_weekend,month_end,holiday,unix,daily_variation,logs,market_cap,close_change,year_change,ema_14,cma_7,std_7,daily_return,high_close,low_open,cum_change,atr,dmi,adx,cycle,macd,b_ma,bl,bu,sma_7,sma_7_up,sma_7_low,rsi,k,d,wr,cci,ppo
2020-01-12,220.62666829427081,221.2733357747396,218.61333719889322,219.46666971842447,13682066.666666666,2020,1,1,12,6,True,0,0,1578787200,0.012120284958345377,16.43159653087319,3018628784.0467663,1.2833353678385606,0.5285534142084636,214.72401477751424,214.26636435768822,3.1371901154666806,0.005850806362411642,0.0029465407266554516,-0.003888210089605291,0.507807547964079,3.514626015195214,100.0,100.0,5.732446124974132,2.3576619718453458,,,,216.74428667340956,223.01866690434292,210.4699064424762,,,,,,1.1074475342359646
2020-01-13,221.91000366210935,221.97000122070312,219.2100067138672,219.6000061035156,14463400.0,2020,1,1,13,0,False,0,0,1578873600,0.01256828064720055,16.487131878452796,3209573146.9665523,1.2833353678385322,1.0519114273179289,215.6821466287936,214.9033342997233,3.0599304998363346,0.0058167735467355985,0.00027321291860755515,-0.0017759534554137044,0.555618715223605,3.460723764598123,100.0,100.0,6.948474606485917,2.7143673455990722,,,,218.07428632463726,224.19414732430994,211.95442532496457,,,,,,1.2710118481372585
2020-01-14,219.05999755859372,222.3800048828125,218.6300048828125,221.6100006103516,13288900.0,2020,1,1,14,1,False,0,0,1578960000,0.016921619013906698,16.402439658264637,2911066401.556396,-2.850006103515625,-1.1506714700305616,216.13252675276695,215.22307762732873,2.115999592296455,-0.012843071770009873,0.014981306417015993,-0.01344702729719632,0.6028158402306089,3.481386352841114,86.52308694722264,99.03736335337305,4.031161617992979,2.7355534923268294,,,,218.9314291817801,223.163428366373,214.69942999718717,,,,,,1.2784931610403005
2020-01-15,221.1499938964844,221.67999267578125,220.13999938964844,220.6100006103516,10036500.0,2020,1,1,15,2,False,0,0,1579046400,0.006980614123893674,16.121739005873117,2219571913.742066,2.089996337890682,0.2447728047862009,216.80152237192928,215.64642878941126,1.4713096658597538,0.009540748476141392,0.0024024240869884557,-0.00213046198904321,0.6504632611361015,3.4198584074372866,86.52308694722262,98.14348646721946,6.053851072221875,2.8877012810498,,,,219.778570992606,222.7211903243255,216.8359516608865,76.38081796161212,92.3649227825743,,-7.635077217425707,77.65817798594345,1.3462534838059543
2020-01-16,221.7700042724609,222.6300048828125,220.38999938964844,222.57000732421875,10015300.0,2020,1,1,16,3,False,0,0,1579132800,0.010064273799034549,16.11962448170081,2221093123.7899776,0.6200103759765057,-0.35943883966022105,217.46398662533352,216.0546671549479,1.4746765954978658,0.0028035740135119447,0.003863955528827494,-0.009794706666809266,0.6982442651126558,3.3355831992749136,88.052443385796,97.42269767568922,6.606554565781892,3.023456629488436,,,,220.27428545270644,223.22363864370217,217.3249322617107,77.46806566374431,94.66169722055136,,-5.338302779448634,75.04588513938734,1.4060125959489935
2020-01-17,222.13999938964844,222.2899932861328,220.52999877929688,222.02999877929688,15905900.0,2020,1,1,17,4,False,0,0,1579219200,0.00792683203401453,16.582200667543706,3533336616.291809,0.3699951171875284,0.049543129737574666,218.08745499390886,216.4350004196167,1.2414900125115953,0.001668373134596557,0.0006755568946044652,-0.006755843842034318,0.7461049856325885,3.223041149814987,88.052443385796,96.75339379783972,6.909242801673486,3.1248775912659994,,,,220.85714285714286,223.34012288216604,218.37416283211968,78.11548011156363,96.95837694227518,94.66166564846695,-3.0416230577248156,67.27385038540005,1.4496302907287018
2020-01-18,221.9650001525879,222.30999374389648,220.17749786376953,222.0625,15498375.0,2020,1,1,18,5,True,0,0,1579305600,0.009603133712927456,16.556245737683835,3440096809.2398643,-0.17499923706054688,-0.04390648912450746,218.60446101506608,216.76029452155618,1.0955694851965951,-0.000787788050514826,0.0015535878021214467,-0.008488610802051084,0.7939280020488066,3.1451450591229846,79.29673861298355,95.50648985606429,6.666936684253244,3.1547672650154936,,,,221.23166674659365,223.42280571698683,219.04052777620046,76.98870877184717,95.87209990670449,95.83072468984368,-4.127900093295503,57.77848729386692,1.4602839862060608
2020-01-19,221.79000091552734,222.32999420166016,219.8249969482422,222.09500122070312,15090850.0,2020,1,1,19,6,True,0,0,1579392000,0.011278944774307057,16.52959915785213,3346999635.316086,-0.17499923706054688,-0.1373287572882797,219.0291996684609,217.03972265455457,1.076569723264224,-0.0007884091498220336,0.0024313617288315432,-0.010220870618358309,0.8417133143613101,3.099420215858341,70.73579956557465,93.73715483531502,6.4246305675225415,3.1282732837714775,,,,221.39785712105888,223.55099656758733,219.24471767453042,75.81105958771653,94.7858228711338,95.87209990670449,-5.21417712886619,49.23825125656533,1.4451701794753142
2020-01-20,221.6150016784668,222.34999465942383,219.47249603271484,222.12750244140622,14683325.0,2020,1,1,20,0,False,0,1,1579478400,0.012954265433511655,16.502223054141304,3254045094.5204735,-0.17499923706054688,-0.2307236867594162,219.37397326979504,217.28052681370787,1.0588074725484575,-0.00078903122926266,0.0033088787875374007,-0.011952623513568416,0.889460922570099,3.0835686737762438,62.385886040488295,91.49777849282741,6.182324451174537,3.0579059999683977,,,,221.3557139805385,223.4733289256354,219.2380990354416,74.5824602179748,90.6709306174197,93.776284465086,-9.329069382580304,41.760496663283455,1.4101768856561157
2020-01-21,221.44000244140625,222.3699951171875,219.1199951171875,222.16000366210935,14275800.0,2020,1,1,21,1,False,0,0,1579564800,0.014629095905773546,16.474076353967575,3161233186.8530273,-0.17499923706054688,-0.3240912895366039,219.64944382600987,217.48850059509277,0.33015827463994,-0.0007896542911587368,0.0041861390909756525,-0.013683869710163932,0.9371708266751733,3.095456625649369,54.26133886435064,88.83803280507907,5.940018334844353,2.95396695243727,217.04258321126304,206.96503447683378,227.1201319456923,221.69571467808314,222.35603122736302,221.03539812880325,73.30312343958383,88.12373319363878,91.19349556073077,-11.87626680636121,31.965360879639487,1.360109965516577
2020-01-22,221.32000732421875,222.75,221.27999877929688,222.30999755859372,12212800.0,2020,1,1,22,2,False,0,0,1579651200,0.006612393670310217,16.317995140026344,2702936985.4492188,-0.1199951171875,-0.44531970907608065,219.87218562577107,217.67095329647972,0.28671778764138295,-0.0005418854582033283,0.006432426303294571,-0.004633164457776453,0.9848548774770006,2.9793526681532088,56.772226968462,86.54761810246356,5.752716337984509,2.829297524625133,217.70108337402343,208.2404090574594,227.16175769058745,221.72000231061662,222.29343788589938,221.14656673533386,72.38623547187436,77.89810809918447,85.56425730341432,-22.10189190081553,65.12342834851414,1.3008735654673853
2020-01-23,219.75999450683597,221.4900054931641,219.2700042724609,220.75,11195000.0,2020,1,1,23,3,False,0,0,1579737600,0.010056630671362091,16.23097780801499,2460213138.504029,-1.560012817382784,-0.4484736095873314,219.85722680991304,217.76590971513227,0.7911184258233115,-0.007048675066676058,0.007836969360489807,-0.006704397406745599,1.032202818898863,2.9251132790496355,19.426888117744465,81.7532802464122,4.125396640052543,2.5749338732474882,218.27608362833658,209.77661135834276,226.7755558983304,221.43285805838448,223.0150949100311,219.85062120673786,61.59886108743421,43.902355234793994,69.97473217587242,-56.097644765206,-37.56067886243323,1.183006771823899
2020-01-24,217.94000244140625,221.77999877929688,216.1100006103516,220.8000030517578,11905800.0,2020,1,1,24,4,False,0,0,1579824000,0.025679339178343117,16.292536234301398,2594750081.0668945,-1.819992065429716,-1.295290113597122,219.60159689411216,217.77347896410072,1.4682872869915258,-0.008281726023491975,0.017391287521814437,-0.0212409527924999,1.0791586376420934,3.1211764854707535,14.896609579947807,76.97780377023616,2.238097692670806,2.2011175842051216,218.74025039672853,211.3581200173862,226.12238077607086,220.8328584943499,223.76943306833294,217.89628392036684,51.884327321486445,27.560271073331506,49.78691146910332,-72.4397289266685,-149.5789107758501,1.0111673266825456
2020-01-25,216.91666666666666,219.87333170572916,214.90666707356772,218.23333740234375,12540766.666666666,2020,1,1,25,5,True,0,0,1579910400,0.02275850560359024,16.344495228992933,2720301302.7777777,-1.0233357747395928,-0.6033316226336335,219.24360619711942,217.7377784517076,1.972697345388454,-0.004695493086519176,0.01354818229999147,-0.015243639529935104,1.125893975663043,3.252997067377231,23.86947888814564,73.18435199294399,1.147455034013234,1.8015239901419307,219.1028614468045,212.91700790100165,225.28871499260734,220.11166799636115,224.05706268713806,216.16627330558424,47.36151837675806,25.626855470143013,32.363160592756174,-74.37314452985699,-173.50508703219114,0.8278140313877065
2020-01-26,215.8933308919271,217.96666463216144,213.70333353678387,215.66667175292966,13175733.333333334,2020,1,1,26,6,True,0,0,1579996800,0.019768149898755288,16.39388731181675,2844552956.277127,-1.0233357747395644,0.10509697078141826,218.79690282309377,217.6640005493164,2.3579486176169087,-0.004717644754850037,0.00961360289646229,-0.009103577294478814,1.1724088329617117,3.325163783662969,31.632308906157597,70.21634891531639,0.056812372806433586,1.3862882749834,219.36391677856446,214.35415590169944,224.37367765542947,219.26928656441825,223.98518379965208,214.55338932918443,43.29695337576401,24.207782657266957,25.798303066913828,-75.79221734273304,-163.14850440672294,0.6373855711403856
2020-01-27,214.8699951171875,216.05999755859372,212.5,213.1000061035156,13810700.0,2020,1,1,27,0,False,0,0,1580083200,0.016705760002955677,16.4409542120082,2967505041.5649414,-1.0233357747395928,0.8305907850664783,218.27331512897294,217.55653880192682,2.6048548907468847,-0.004740006421281584,0.005584244051256222,-0.002815608101034672,1.2187032095381,3.3419376247294514,38.39699789747865,67.94353812832797,-1.0338302915433246,0.9635293676864478,219.43125,214.74876448069367,224.11373551930635,218.3057141985212,223.51542398001496,213.09600441702744,39.6339254651104,23.121903582317074,24.31884723657568,-76.87809641768293,-150.56880281920945,0.4434066735557453
2020-01-28,217.7899932861328,218.7400054931641,213.5200042724609,216.13999938964844,13413800.0,2020,1,1,28,1,False,0,0,1580169600,0.024151018948106756,16.41179458573493,2921391411.9415283,2.9199981689453125,0.7633912747033152,218.20887221659427,217.56518526430483,2.2079626901930247,0.013589604110861409,0.004395355832858289,-0.012121750368215313,1.2656267083647204,3.476085024441861,11.852359487552427,63.93702536827258,1.8188609840548509,0.8542619367834163,219.530916595459,215.20182579672843,223.86000739418955,217.78428431919642,222.20020969958247,213.36835893881036,52.08947573046384,51.609690596417686,32.97979227866724,-48.390309403582314,-76.9138019130028,0.3930574330631082
2020-01-29,223.22999572753903,224.1999969482422,218.4499969482422,221.44000244140625,33181300.0,2020,1,1,29,2,False,0,0,1580256000,0.025966401447820923,17.3174970221881,7407061457.234191,5.440002441406222,0.8083423348978792,218.87835535138692,217.76749992370605,2.7653776176142975,0.02497820197945977,0.004380424539418161,-0.01350255355942397,1.3137222718226151,3.6856506414181123,21.275889042870897,60.8898013450296,7.19155652779213,1.1928786806977314,219.74624964396162,215.38209827946883,224.1104010084544,218.05713980538505,223.58789504061363,212.52638457015647,66.11636061743883,91.70938911356822,55.48032776410099,-8.290610886431784,60.5165165934763,0.5477595265395332
2020-01-30,209.52999877929688,211.42999267578125,204.75,206.52999877929688,48775500.0,2020,1,1,30,3,False,0,0,1580342400,0.03234393412706915,17.702738695574162,10219930455.459595,-13.699996948242159,1.4525734845938167,217.63190780844158,217.48344816010575,4.097680204591998,-0.06137166693746454,0.009199602516410974,-0.008618596764720007,1.3588661303788023,4.7423895761410355,32.63667809879877,58.87172111315598,-6.575747323041895,0.35170539096228026,219.25208282470703,212.62168072237054,225.88248492704352,216.59571184430803,224.79107225349202,208.40035143512404,36.853562739330236,24.575833055484733,55.96497092182355,-75.42416694451526,-176.07508595717496,0.16195420892731804
2020-01-31,201.91000366210935,208.69000244140625,201.05999755859372,208.42999267578125,31359900.0,2020,1,1,31,4,False,1,0,1580428800,0.03660703905834328,17.261040564665887,6331877523.843383,-7.619995117187528,-3.1281433780089083,215.53565392226395,216.96433334350587,6.805636286058542,-0.03636708424369273,0.032528901873749926,-0.03535957096468244,1.4023682384277911,5.008647550752616,40.33076177096705,57.5473668744282,-14.263049348410135,-0.9192044082467135,218.48080503675675,208.93296898610515,228.02864108740835,214.3057120186942,227.9169845908113,200.69443944657712,29.130722230421995,3.673319472496918,39.98618054718329,-96.32668052750309,-167.108945252683,-0.4254914287130434
2020-02-01,202.67000325520831,207.5066680908203,201.53999837239581,206.76666259765625,26071800.0,2020,1,2,1,5,True,0,0,1580515200,0.028857020002469837,17.076364828405367,5283971790.86914,0.7599995930989678,-1.9812958679995507,213.8202338333232,216.50322592130271,7.931765254591604,0.003764051207540975,0.023391898746383418,-0.025278079936081926,1.4460340906391123,5.077077705586322,40.33076177096706,56.31760936703812,-13.570356669687584,-1.8438294468299432,217.66752717759874,206.15672785802386,229.17832649717363,212.27047438848584,228.13400489766906,196.40694387930262,30.6907493236875,6.957673894040027,11.73560880734056,-93.04232610595997,-128.83550858125065,-0.8574208372714488
2020-02-02,203.43000284830728,206.32333374023438,202.0199991861979,205.10333251953125,20783700.0,2020,1,2,2,6,True,0,0,1580601600,0.020981300016793616,16.849679583608207,4228028150.1983643,0.7599995930989678,-0.8158471394240377,212.43486970198774,216.0946877002716,8.369743113484283,0.0037499362554505034,0.01410669859131407,-0.015033072819719924,1.4898636870127662,5.021810337618475,40.330761770967065,55.175691681604484,-12.877663997638791,-2.4866117237994274,216.8122492472331,203.89710983208582,229.72738866238038,210.48999895368303,227.22948518065158,193.75051272671448,32.29574830021144,10.242028315583136,6.957673894040028,-89.75797168441686,-105.74857861090433,-1.1609730157852054
2020-02-03,204.19000244140625,205.13999938964844,202.5,203.44000244140625,15495600.0,2020,1,2,3,0,False,0,0,1580688000,0.012976795900348047,16.556066670622744,3164046601.8310547,0.7599995930989678,0.36865905967338514,211.33555406724355,215.73393966212416,8.411565274019898,0.003735926768214659,0.004669666421754004,-0.004620538881860192,1.5338570275487522,4.851680984192043,40.330761770967065,54.11533954513039,-12.18497133261971,-2.9012518681431345,216.00824915568032,201.98065600583374,230.0358423055269,208.96428571428572,225.7874162623255,192.14115516624594,33.94310036993113,13.526382737126244,10.242028315583136,-86.47361726287376,-89.49869176979979,-1.3592619977303135
2020-02-04,209.8300018310547,210.6000061035156,205.1999969482422,206.6199951171875,19628900.0,2020,1,2,4,1,False,0,0,1580774400,0.02613497862203857,16.792513528003976,4118732122.9415894,5.6399993896484375,1.5535799001672543,211.13481376908504,215.5602944317986,7.509230927069965,0.02762132975274767,0.00372666871869874,-0.006872510901667286,1.5790655226506076,4.962989746900423,14.339129811250874,51.27418170699614,-6.612278878320723,-2.7431351995157343,215.38591613769532,201.18558488232242,229.58624739306822,207.827144077846,222.84560593198592,192.80868222370606,44.697074138418294,37.899760171921926,20.556057074877103,-62.100239828078074,-40.323149899793506,-1.2867964964251952
2020-02-05,210.1100006103516,212.72999572753903,208.7100067138672,212.50999450683597,12538200.0,2020,1,2,5,2,False,0,0,1580860800,0.018916705649543144,16.344290542196244,2634401209.6527104,0.2799987792969034,-1.1293557755031483,210.99817201458723,215.4045717511858,3.6901734248784317,0.0013344077436663326,0.012328808926222826,-0.0178814544783518,1.6243343443184064,4.89563255166981,6.084429588597153,48.04634226996764,-6.399587041772804,-2.5656577337296937,214.83191604614257,200.78813122240433,228.8757008698808,205.9528590611049,213.33320591086178,198.57251221134803,45.17427033243684,39.10978085767077,30.178641255572984,-60.89021914232923,-15.170498271031756,-1.2048257376068578
2020-02-06,210.8500061035156,211.19000244140625,209.33999633789065,210.47000122070312,10567500.0,2020,1,2,6,3,False,0,0,1580947200,0.008789880233694885,16.173293811423083,2228157439.498901,0.7400054931640057,0.18055061557869748,210.97841655977768,215.27805603875055,3.929407991407033,0.0035219908191630456,0.0016154147190512265,-0.0053689593588566835,1.6697626023605137,4.678087805373081,6.084429588597161,45.04906279272689,-5.7268884988276625,-2.3383383951693872,214.2722496032715,200.48323873821602,228.06126046832696,206.1414315359933,214.00024751880736,198.28261555317923,46.488465176717995,42.307730350681744,39.772423793424814,-57.69226964931825,-9.343129662043616,-1.098879327893377
2020-02-07,212.3300018310547,212.82000732421875,209.92999267578125,210.3000030517578,12242500.0,2020,1,2,7,4,False,0,0,1581033600,0.013742342398950067,16.320424062558608,2599450047.416687,1.479995727539091,0.9652870897948886,211.1586279292813,215.198378898002,4.031624870698996,0.007019187501528856,0.002330030841908572,-0.0017594406590926092,1.715509729863686,4.5503682941633965,0.30359675159260735,41.85295807550302,-4.314199728989962,-2.0155291300529825,213.7827081044515,200.38203272234517,227.18338348655783,207.63000270298548,215.69325244438346,199.5667529615875,49.1155300366029,48.70356339552252,43.37369153462502,-51.29643660447748,9.86567123145284,-0.9473309473591015
2020-02-08,212.57333374023438,213.14667256673178,210.17332967122394,210.7066701253255,12113800.0,2020,1,2,8,5,True,0,0,1581120000,0.01411128985019476,16.309855856563395,2575070850.262451,0.2433319091796875,0.8859062761509194,211.3472553707417,215.12929876227128,3.7271094952904336,0.001146008133948495,0.002721028366858966,-0.0025311987218265978,1.761309283947082,4.437723622830857,1.5826406972375155,38.97650683419835,-4.1381747849552255,-1.7202358027473963,213.31518050299752,200.37649891945395,226.2538620865411,209.04476420084637,216.49898319142724,201.5905452102655,49.554033592302,49.75512742144268,46.92214038921565,-50.24487257855732,18.16267666915936,-0.8085905454153746
2020-02-09,212.81666564941403,213.47333780924478,210.41666666666666,211.11333719889322,11985100.0,2020,1,2,9,6,True,0,0,1581206400,0.014478815896403489,16.29917476957885,2550629019.474792,0.24333190917965908,0.8068312846175519,211.54317674123135,215.07000047732623,2.9850377993763706,0.0011446963026746637,0.003110519536774159,-0.0032999835134538097,1.8071612646107016,4.339077017098519,2.923870245354196,36.40131850642377,-3.962149848286259,-1.4498657124993883,212.86966679890952,200.4636250642653,225.27570853355374,210.3857160295759,216.35579162832863,204.41564043082315,50.01789378140407,50.80669144736272,49.75512742144264,-49.19330855263728,25.41179027637554,-0.6814870642213822
2020-02-10,213.05999755859372,213.8000030517578,210.66000366210935,211.5200042724609,11856400.0,2020,1,2,10,0,False,0,0,1581292800,0.014844928735930825,16.288378364140517,2526124555.0537105,0.2433319091796875,0.7280603512796514,211.74541951687968,215.01975040435792,1.3532722098449812,0.001143387471263857,0.0034985130399812344,-0.004065812183153077,1.8530656718545442,4.253428615137801,4.327979920831248,34.110365750310024,-3.7861249188680404,-1.2021035155613902,212.4461669921875,200.64167891801057,224.25065506636443,211.6528581891741,214.3594026088641,208.94631376948414,50.50798896980309,51.858255473282874,50.80669144736276,-48.141744526717126,31.10615300725746,-0.5649693350977321
2020-02-11,207.19000244140625,210.8600006103516,206.50999450683597,210.19000244140625,25030800.0,2020,1,2,11,1,False,0,0,1581379200,0.020695589956654846,17.03561762454322,5186131513.110352,-5.869995117187472,-1.427280063349491,211.13803057348323,214.8287809418469,2.105021515495847,-0.02755090202032484,0.017460384063549408,-0.01750800652660035,1.8977053712721108,4.41746964632494,12.906730258576362,32.59582035804333,-9.72342702291715,-1.4625503675871698,211.76633351643878,200.68186952513193,222.85079750774563,211.27571541922433,215.48575845021603,207.06567238823263,40.25389760069811,26.490946605446965,43.051964508697516,-73.50905339455304,-17.165074495273977,-0.6887138403732707
2020-02-12,210.75999450683597,211.22000122070312,207.3999938964844,207.8500061035156,13813700.0,2020,1,2,12,2,False,0,0,1581465600,0.018378673139495805,16.44117141129664,2911375336.11908,3.569992065429716,1.4000424911563905,211.08762576459694,214.73190507434663,2.0588594949105397,0.017230522821386263,0.002213166708487186,-0.0021650815194447165,1.9431142360492317,4.389793155822935,11.190756130847403,31.06688719895791,-6.220741951264472,-1.3651512365464953,211.2473332722982,200.87085965150516,221.62380689309123,211.36857169015067,215.48629067997175,207.2508527003296,47.265911152431606,76.13809078376752,51.49576428749913,-23.861909216232483,24.1315893812208,-0.6432075654824774
2020-02-13,213.13999938964844,214.3300018310547,209.17999267578125,209.5200042724609,15396600.0,2020,1,2,13,3,False,0,0,1581552000,0.024580035558687457,16.549657263787758,3281631314.602661,2.3800048828124716,1.7277563208141538,211.3612755812705,214.6948840119118,2.142946087186573,0.011292488825412672,0.005679660257446179,-0.0016228120930997416,1.9890358799244228,4.444094298640828,2.5834220085260897,29.032353971069924,-3.908044068872016,-1.0834261576259223,210.92766647338868,201.12836232492256,220.7269706218548,211.69571358816964,215.98160576254278,207.4098214137965,51.36404289200498,91.03238840792353,64.55380859904601,-8.967611592076452,64.51522850901122,-0.5103092924910575
2020-02-14,214.17999267578125,214.92999267578125,212.6499938964844,214.0,10741700.0,2020,1,2,14,4,False,0,0,1581638400,0.010654199903256292,16.18964392129736,2300657227.3254395,1.0399932861328125,0.08410872700058411,211.73710452720528,214.68318193609065,2.339291376798649,0.004879390490339475,0.0035046728971962616,-0.00630843973605419,2.035181593432039,4.289516047259116,5.027766956698836,27.31774061290056,-2.93535778947367,-0.767392216470995,210.76205503675675,201.30541408376536,220.21869598974814,211.95999799455916,216.63858074815647,207.28141524096185,53.07993678360074,94.39880269545466,87.18976062904858,-5.601197304545344,84.98536784785065,-0.36121680762162744
2020-02-15,215.0849952697754,215.6924934387207,212.8374938964844,213.88750076293945,11958575.0,2020,1,2,15,5,True,0,0,1581724800,0.013348136436455986,16.296959152230983,2572110047.3082542,0.9050025939941406,0.5598711951677677,212.18348995954798,214.69211112128363,2.6243070790983336,0.004225430128593333,0.0028402696126625386,-0.00490915487211577,2.0815222924278163,4.187050582614629,8.180904929920514,25.950823778401986,-2.0976622081647065,-0.43884812725355005,210.69624926249185,201.37141556398225,220.02108296100144,212.31880678449357,217.56742094269023,207.07019262629692,54.58158735235832,95.55678607191064,93.66265905842961,-4.443213928089378,86.68275655388946,-0.20637897227115548
2020-02-16,215.98999786376953,216.45499420166016,213.0249938964844,213.7750015258789,13175450.0,2020,1,2,16,6,True,0,0,1581811200,0.016044908341448557,16.393865807406133,2845765417.3542023,0.9050025939941406,1.0361344039670068,212.69102434677754,214.72032605046812,2.9752627223034525,0.004207650993315548,0.0021751670427860295,-0.0035083972589924615,2.128057976911754,4.132975562797566,11.350524777597336,24.907945278344513,-1.2599666324160808,-0.10424673216621727,210.73024915059403,201.34263007926043,220.11786822192764,212.77213995797294,218.72266540257985,206.82161451336603,56.09483697334445,96.66788583949891,95.54115820228806,-3.332114160501096,92.29606376887662,-0.04896744163655225
