,date,close,high,low,open,volume
0,2020-01-02 00:00:00+00:00,209.77999877929688,209.7899932861328,206.27000427246094,206.75,12077100
1,2020-01-03 00:00:00+00:00,208.6699981689453,210.39999389648438,206.9499969482422,207.2100067138672,11188400
2,2020-01-06 00:00:00+00:00,212.60000610351562,212.77999877929688,206.52000427246094,206.6999969482422,17058900
3,2020-01-07 00:00:00+00:00,213.05999755859375,214.5800018310547,211.75,212.82000732421875,14912400
4,2020-01-08 00:00:00+00:00,215.22000122070312,216.24000549316406,212.61000061035156,213.0,13475000
5,2020-01-09 00:00:00+00:00,218.3000030517578,218.3800048828125,216.27999877929688,217.5399932861328,12642800
6,2020-01-10 00:00:00+00:00,218.05999755859375,219.8800048828125,217.4199981689453,219.1999969482422,12119400
7,2020-01-13 00:00:00+00:00,221.91000366210938,221.97000122070312,219.2100067138672,219.60000610351562,14463400
8,2020-01-14 00:00:00+00:00,219.05999755859375,222.3800048828125,218.6300048828125,221.61000061035156,13288900
9,2020-01-15 00:00:00+00:00,221.14999389648438,221.67999267578125,220.13999938964844,220.61000061035156,10036500
10,2020-01-16 00:00:00+00:00,221.77000427246094,222.6300048828125,220.38999938964844,222.57000732421875,10015300
11,2020-01-17 00:00:00+00:00,222.13999938964844,222.2899932861328,220.52999877929688,222.02999877929688,15905900
12,2020-01-21 00:00:00+00:00,221.44000244140625,222.3699951171875,219.1199951171875,222.16000366210938,14275800
13,2020-01-22 00:00:00+00:00,221.32000732421875,222.75,221.27999877929688,222.30999755859375,12212800
14,2020-01-23 00:00:00+00:00,219.75999450683594,221.49000549316406,219.27000427246094,220.75,11195000
15,2020-01-24 00:00:00+00:00,217.94000244140625,221.77999877929688,216.11000061035156,220.8000030517578,11905800
16,2020-01-27 00:00:00+00:00,214.8699951171875,216.05999755859375,212.5,213.10000610351562,13810700
17,2020-01-28 00:00:00+00:00,217.7899932861328,218.74000549316406,213.52000427246094,216.13999938964844,13413800
18,2020-01-29 00:00:00+00:00,223.22999572753906,224.1999969482422,218.4499969482422,221.44000244140625,33181300
19,2020-01-30 00:00:00+00:00,209.52999877929688,211.42999267578125,204.75,206.52999877929688,48775500
20,2020-01-31 00:00:00+00:00,201.91000366210938,208.69000244140625,201.05999755859375,208.42999267578125,31359900
21,2020-02-03 00:00:00+00:00,204.19000244140625,205.13999938964844,202.5,203.44000244140625,15495600
22,2020-02-04 00:00:00+00:00,209.8300018310547,210.60000610351562,205.1999969482422,206.6199951171875,19628900
23,2020-02-05 00:00:00+00:00,210.11000061035156,212.72999572753906,208.7100067138672,212.50999450683594,12538200
24,2020-02-06 00:00:00+00:00,210.85000610351562,211.19000244140625,209.33999633789062,210.47000122070312,10567500
25,2020-02-07 00:00:00+00:00,212.3300018310547,212.82000732421875,209.92999267578125,210.3000030517578,12242500
26,2020-02-10 00:00:00+00:00,213.05999755859375,213.8000030517578,210.66000366210938,211.52000427246094,11856400
27,2020-02-11 00:00:00+00:00,207.19000244140625,210.86000061035156,206.50999450683594,210.19000244140625,25030800
28,2020-02-12 00:00:00+00:00,210.75999450683594,211.22000122070312,207.39999389648438,207.85000610351562,13813700
29,2020-02-13 00:00:00+00:00,213.13999938964844,214.3300018310547,209.17999267578125,209.52000427246094,15396600
30,2020-02-14 00:00:00+00:00,214.17999267578125,214.92999267578125,212.64999389648438,214.0,10741700
31,2020-02-18 00:00:00+00:00,217.8000030517578,217.97999572753906,213.39999389648438,213.5500030517578,15609200
32,2020-02-19 00:00:00+00:00,217.49000549316406,218.32000732421875,216.11000061035156,217.99000549316406,12135100
33,2020-02-20 00:00:00+00:00,214.5800018310547,218.77000427246094,212.9499969482422,216.52000427246094,13109200
34,2020-02-21 00:00:00+00:00,210.17999267578125,214.24000549316406,208.8300018310547,213.47999572753906,14092300
35,2020-02-24 00:00:00+00:00,200.72000122070312,203.64999389648438,198.1699981689453,201.8000030517578,23080100
36,2020-02-25 00:00:00+00:00,196.77000427246094,203.5,195.9499969482422,202.25,21433500
37,2020-02-26 00:00:00+00:00,197.1999969482422,201.2100067138672,195.49000549316406,197.19000244140625,16524500
38,2020-02-27 00:00:00+00:00,189.75,195.8800048828125,189.5,191.82000732421875,21682600
39,2020-02-28 00:00:00+00:00,192.47000122070312,192.74000549316406,181.82000732421875,182.6999969482422,32568900
40,2020-03-02 00:00:00+00:00,196.44000244140625,196.57000732421875,188.85000610351562,194.02999877929688,24949000
41,2020-03-03 00:00:00+00:00,185.88999938964844,197.24000549316406,183.97000122070312,196.22000122070312,27984100
