date,close,high,low,open,volume,year,quarter,month,day,dayofweek,is_weekend,month_end,holiday,unix,daily_variation,logs,market_cap,close_change,year_change,ema_14,cma_7,std_7,daily_return,high_close,low_open,cum_change,atr,dmi,adx,cycle,macd,b_ma,bl,bu,sma_7,sma_7_up,sma_7_low,rsi,k,d,wr,cci,ppo,sentiment_numeric,esp,P/E,residual
2020-01-02,209.77999877929688,209.7899932861328,206.2700042724609,206.75,12077100.0,2020,1,1,2,3,False,0,0,1577923200,0.0170253398484735,16.306821655425267,2533534023.2574463,-1.1100006103515625,1.4655374990553205,209.77999877929688,211.5142865862165,0.7848889587007966,-0.0052912604481391,4.8341024599455865e-05,-0.0023216238333208,0.0451977217963188,3.5199890136719034,100.0,100.0,-4.441154476196573,0.0,217.04258321126304,206.96503447683372,227.1201319456923,209.77999877929688,210.79477639152267,207.6552205567195,76.38081796161212,92.3649227825743,94.66166564846696,-7.635077217425707,77.65817798594345,0.0,1.0,0.1635609927675869,1282.5796372939917,2.8957742870261427e-09
2020-01-03,208.6699981689453,210.3999938964844,206.9499969482422,207.2100067138672,11188400.0,2020,1,1,3,4,False,0,0,1578009600,0.0166497603226578,16.23038808525694,2334683407.513428,-1.1100006103515625,0.7045950522525694,209.63199869791669,211.5142865862165,0.7848889587007966,-0.0052912604481391,0.0083489970150332,-0.0012548127850989,0.0901562906749507,3.5149895804269256,100.0,100.0,-5.618461979752766,-0.0885470572360418,217.04258321126304,206.96503447683372,227.1201319456923,209.2249984741211,210.79477639152267,207.6552205567195,76.38081796161212,92.3649227825743,94.66166564846696,-7.635077217425707,77.65817798594345,-0.0422260353490359,1.0,0.176552721189216,1181.9132368133164,-0.134909358448823
2020-01-04,209.9800008138021,211.1933288574219,206.8066660563151,207.04000345865884,13145233.333333334,2020,1,1,4,5,True,0,0,1578096000,0.0211875131753594,16.391569766717623,2760236106.0309515,1.310002644856752,1.420014154767086,209.6783989800348,211.5142865862165,0.7057158420496076,0.0062778677162596,0.0058603555996467,-0.0011270160280418,0.1353971035017151,3.5772519533326315,100.0,100.0,-4.375766228060627,-0.0524108135180085,217.04258321126304,206.96503447683372,227.1201319456923,209.4766659206814,210.88809760478065,208.06523423658217,76.38081796161212,92.3649227825743,94.66166564846696,-7.635077217425707,77.65817798594345,-0.0249910084377138,0.0,0.1502706278133841,1397.3456015274585,0.6540895046908872
2020-01-05,211.29000345865884,211.98666381835932,206.663335164388,206.87000020345053,15102066.666666666,2020,1,1,5,6,True,0,0,1578182400,0.0257327241684924,16.53034215776211,3190915718.2328963,1.3100026448567803,2.1366091027511827,209.89327957718464,211.5142865862165,1.0742771941198537,0.0062387019705671,0.0033676239136432,-0.0009990092273373,0.1809201602766119,3.70197171766397,100.0,100.0,-3.133070476237691,0.080999968056119,217.04258321126304,206.96503447683372,227.1201319456923,209.93000030517572,212.0785546934155,207.7814459169361,76.38081796161212,92.3649227825743,94.66166564846696,-7.635077217425707,77.65817798594345,0.0386017292839072,0.0,0.1307994799224008,1615.3734218516047,1.156299826650212
2020-01-06,212.6000061035156,212.77999877929688,206.5200042724609,206.6999969482422,17058900.0,2020,1,1,6,0,False,0,0,1578268800,0.0302854117042075,16.652182619637152,3626722244.119262,1.310002644856752,2.8543827974756937,210.2541764473621,211.5142865862165,1.513717215991208,0.0062000218818354,0.0008707918647253,-0.0008707918647253,0.226725460999641,3.8846876311762553,100.0,100.0,-1.890374724153844,0.2891026436021491,217.04258321126304,206.96503447683372,227.1201319456923,210.46400146484376,213.49143589682612,207.4365670328613,76.38081796161212,92.3649227825743,94.66166564846696,-7.635077217425707,77.65817798594345,0.1376417828805769,0.0,0.1157954185647037,1835.9966977857569,1.6078616008826998
2020-01-07,213.0599975585937,214.5800018310547,211.75,212.82000732421875,14912400.0,2020,1,1,7,1,False,0,0,1578355200,0.0132976305500419,16.517703639582088,3177235907.592773,0.459991455078125,0.1127667635164397,210.62828592885967,211.5142865862165,1.7193810323635104,0.0021636474217887,0.007142205714453,-0.0050277572004245,0.2726298682434838,3.809352931167572,100.0,100.0,-1.4976901614291762,0.4855459083968014,217.04258321126304,206.96503447683372,227.1201319456923,210.89666748046875,214.33542954519572,207.4579054157417,76.38081796161212,92.3649227825743,94.66166564846696,-7.635077217425707,77.65817798594345,0.2309224770606565,0.0,0.132463082116455,1608.448136298699,0.09295460498810826
2020-01-08,215.22000122070312,216.2400054931641,212.6100006103516,213.0,13475000.0,2020,1,1,8,2,False,0,0,1578441600,0.0170422764451291,16.416346674759335,2900089516.4489746,2.1600036621094034,1.0422540942268192,211.2405146344388,211.5142865862165,2.2657742158481406,0.0101380066031182,0.0047887524528683,-0.0018309830499925,0.3189996546710769,3.796542356285067,100.0,100.0,0.5950066089218353,0.8062291469267393,217.04258321126304,206.96503447683372,227.1201319456923,211.5142865862165,216.0458350179128,206.98273815452023,76.38081796161212,92.3649227825743,94.66166564846696,-7.635077217425707,77.65817798594345,0.3827689878230338,0.0,0.1465931328945027,1468.1451782300633,0.7460908103929285
2020-01-09,218.3000030517578,218.3800048828125,216.27999877929688,217.5399932861328,12642800.0,2020,1,1,9,3,False,0,0,1578528000,0.0096534254313112,16.352598441138618,2759923278.582764,3.0800018310546875,0.3493655369499577,212.181779756748,212.3625011444092,3.2524483852797177,0.014310946071858,0.0003677568884975,-0.005792013173314,0.3660330366115988,3.751075306701089,100.0,100.0,3.607701549002343,1.2939870537004197,217.04258321126304,206.96503447683372,227.1201319456923,212.7314300537109,219.2363268242704,206.2265332831515,76.38081796161212,92.3649227825743,94.66166564846696,-7.635077217425707,77.65817798594345,0.6126866511206743,0.0,0.156242483132963,1397.1872353435626,1.8959788723644522
2020-01-10,218.0599975585937,219.8800048828125,217.4199981689453,219.1999969482422,12119400.0,2020,1,1,10,4,False,0,0,1578614400,0.0112226585224271,16.31031803242954,2642756334.4116206,-0.2400054931640909,-0.5200727214962709,212.96554213032744,212.9955563015408,3.2345250306839524,-0.0010994296372373,0.0083029532370318,-0.0081204325003579,0.4130147086580759,3.658856121498668,100.0,100.0,3.300389165831888,1.6422415332997389,217.04258321126304,206.96503447683372,227.1201319456923,214.0728585379464,220.54190859931435,207.6038084765785,76.38081796161212,92.3649227825743,94.66166564846696,-7.635077217425707,77.65817798594345,0.7757140833220677,0.0,0.1629901204476644,1337.872485520446,0.06073430502962651
2020-01-11,219.34333292643225,220.57667032877603,218.01666768391928,219.3333333333333,12900733.333333334,2020,1,1,11,5,True,0,0,1578700800,0.0116717445814137,16.37279471526136,2829689846.528456,1.2833353678385322,0.0045590849995164,213.81591423647475,213.63033396403,3.195693957607177,0.0058852397606474,0.0056231188556707,-0.0060030348757478,0.4602728791089026,3.5803665874528168,100.0,100.0,4.516417644782933,1.998749812661828,217.04258321126304,206.96503447683372,227.1201319456923,215.4104774111793,221.80186532639365,209.0190894959649,76.38081796161212,92.3649227825743,94.66166564846696,-7.635077217425707,77.65817798594345,0.941595249802094,0.0,0.1531186185090324,1432.5059555934622,0.7275193059321339
