date,high,low,open,unix,cum_change,sma_7_up,sma_7,sma_7_low,ema_14,b_ma,bu,bl,cma_7,month,atr,year,ppo,close
2020-01-22,222.75,221.27999877929688,222.3099975585937,1579651200,0.9848548774770006,222.29343788589932,221.72000231061665,221.14656673533383,219.87218562577107,217.70108337402343,227.16175769058745,208.2404090574594,217.67095329647967,1,2.9793526681532088,2020,1.3008735654673853,221.32000732421875
2020-01-23,221.4900054931641,219.2700042724609,220.75,1579737600,1.032202818898863,223.0150949100311,221.43285805838448,219.85062120673783,219.85722680991304,218.27608362833652,226.7755558983304,209.7766113583428,217.76590971513227,1,2.9251132790496355,2020,1.183006771823899,219.759994506836
2020-01-24,221.77999877929688,216.1100006103516,220.8000030517578,1579824000,1.0791586376420934,223.7694330683329,220.8328584943499,217.89628392036684,219.60159689411216,218.74025039672853,226.12238077607088,211.3581200173862,217.77347896410072,1,3.121176485470753,2020,1.0111673266825456,217.94000244140625
2020-01-25,219.8733317057292,214.9066670735677,218.2333374023437,1579910400,1.125893975663043,224.05706268713809,220.11166799636115,216.16627330558424,219.24360619711945,219.1028614468045,225.2887149926073,212.91700790100165,217.7377784517076,1,3.252997067377231,2020,0.8278140313877065,216.91666666666663
2020-01-26,217.96666463216144,213.70333353678387,215.6666717529297,1579996800,1.1724088329617115,223.98518379965208,219.26928656441825,214.55338932918443,218.79690282309377,219.3639167785645,224.37367765542947,214.35415590169944,217.6640005493164,1,3.325163783662969,2020,0.6373855711403856,215.8933308919271
2020-01-27,216.0599975585937,212.5,213.1000061035156,1580083200,1.2187032095381,223.51542398001496,218.3057141985212,213.09600441702744,218.2733151289729,219.43125,224.1137355193064,214.7487644806937,217.5565388019268,1,3.3419376247294514,2020,0.4434066735557453,214.8699951171875
2020-01-28,218.7400054931641,213.5200042724609,216.13999938964844,1580169600,1.2656267083647204,222.20020969958247,217.7842843191964,213.3683589388104,218.20887221659427,219.530916595459,223.86000739418955,215.20182579672843,217.56518526430483,1,3.476085024441861,2020,0.3930574330631082,217.7899932861328
2020-01-29,224.1999969482422,218.4499969482422,221.44000244140625,1580256000,1.3137222718226151,223.58789504061363,218.05713980538505,212.52638457015647,218.8783553513869,219.7462496439616,224.1104010084544,215.38209827946883,217.76749992370603,1,3.685650641418112,2020,0.5477595265395332,223.22999572753903
2020-01-30,211.42999267578125,204.75,206.52999877929688,1580342400,1.3588661303788023,224.791072253492,216.59571184430803,208.40035143512404,217.6319078084416,219.25208282470703,225.88248492704352,212.6216807223705,217.48344816010567,1,4.742389576141036,2020,0.161954208927318,209.52999877929688
2020-01-31,208.69000244140625,201.0599975585937,208.42999267578125,1580428800,1.4023682384277911,227.9169845908113,214.3057120186942,200.69443944657712,215.53565392226395,218.48080503675675,228.02864108740835,208.93296898610515,216.96433334350587,1,5.008647550752616,2020,-0.4254914287130434,201.9100036621093
2020-02-01,207.5066680908203,201.5399983723958,206.76666259765625,1580515200,1.4460340906391125,228.13400489766903,212.27047438848584,196.40694387930264,213.8202338333232,217.6675271775988,229.17832649717363,206.15672785802383,216.50322592130271,2,5.077077705586322,2020,-0.8574208372714488,202.67000325520831
2020-02-02,206.3233337402344,202.0199991861979,205.10333251953125,1580601600,1.4898636870127662,227.2294851806516,210.48999895368303,193.75051272671448,212.4348697019877,216.8122492472331,229.7273886623804,203.89710983208585,216.0946877002716,2,5.021810337618475,2020,-1.1609730157852054,203.43000284830728
2020-02-03,205.13999938964844,202.5,203.44000244140625,1580688000,1.5338570275487522,225.7874162623255,208.9642857142857,192.141155166246,211.33555406724355,216.00824915568032,230.0358423055269,201.9806560058337,215.73393966212416,2,4.851680984192043,2020,-1.3592619977303135,204.19000244140625
2020-02-04,210.6000061035156,205.1999969482422,206.6199951171875,1580774400,1.5790655226506076,222.84560593198592,207.827144077846,192.80868222370609,211.13481376908504,215.3859161376953,229.58624739306825,201.1855848823224,215.5602944317986,2,4.962989746900423,2020,-1.2867964964251952,209.8300018310547
2020-02-05,212.72999572753903,208.7100067138672,212.509994506836,1580860800,1.6243343443184064,213.33320591086172,205.9528590611049,198.57251221134803,210.99817201458723,214.83191604614257,228.8757008698808,200.7881312224044,215.4045717511858,2,4.89563255166981,2020,-1.2048257376068578,210.1100006103516
2020-02-06,211.19000244140625,209.33999633789065,210.47000122070312,1580947200,1.6697626023605137,214.00024751880736,206.1414315359933,198.28261555317923,210.97841655977768,214.2722496032715,228.06126046832696,200.483238738216,215.2780560387505,2,4.678087805373081,2020,-1.098879327893377,210.8500061035156
2020-02-07,212.82000732421875,209.92999267578125,210.3000030517578,1581033600,1.715509729863686,215.69325244438343,207.63000270298548,199.5667529615875,211.1586279292813,213.7827081044515,227.18338348655783,200.3820327223452,215.198378898002,2,4.5503682941633965,2020,-0.9473309473591016,212.3300018310547
2020-02-08,213.14667256673172,210.173329671224,210.7066701253255,1581120000,1.761309283947082,216.49898319142724,209.0447642008464,201.5905452102655,211.3472553707417,213.31518050299752,226.2538620865411,200.37649891945395,215.12929876227128,2,4.437723622830857,2020,-0.8085905454153746,212.5733337402344
2020-02-09,213.4733378092448,210.41666666666663,211.1133371988932,1581206400,1.8071612646107016,216.35579162832863,210.3857160295759,204.41564043082315,211.5431767412313,212.86966679890952,225.2757085335537,200.4636250642653,215.07000047732623,2,4.339077017098519,2020,-0.6814870642213822,212.81666564941403
2020-02-10,213.8000030517578,210.6600036621093,211.5200042724609,1581292800,1.853065671854544,214.3594026088641,211.6528581891741,208.9463137694841,211.74541951687968,212.4461669921875,224.25065506636443,200.64167891801057,215.01975040435792,2,4.253428615137801,2020,-0.5649693350977321,213.0599975585937
2020-02-11,210.8600006103516,206.509994506836,210.19000244140625,1581379200,1.8977053712721108,215.48575845021605,211.27571541922435,207.06567238823263,211.13803057348323,211.7663335164388,222.85079750774565,200.681869525132,214.8287809418469,2,4.41746964632494,2020,-0.6887138403732707,207.19000244140625
2020-02-12,211.22000122070312,207.3999938964844,207.8500061035156,1581465600,1.943114236049232,215.4862906799717,211.36857169015067,207.2508527003296,211.0876257645969,211.2473332722982,221.62380689309123,200.8708596515052,214.73190507434663,2,4.389793155822935,2020,-0.6432075654824774,210.759994506836
2020-02-13,214.3300018310547,209.17999267578125,209.5200042724609,1581552000,1.9890358799244228,215.9816057625428,211.69571358816964,207.4098214137965,211.3612755812705,210.92766647338868,220.7269706218548,201.12836232492256,214.6948840119118,2,4.444094298640828,2020,-0.5103092924910575,213.13999938964844
2020-02-14,214.92999267578125,212.6499938964844,214.0,1581638400,2.035181593432039,216.63858074815647,211.9599979945592,207.28141524096185,211.73710452720528,210.76205503675675,220.2186959897481,201.30541408376536,214.68318193609065,2,4.289516047259116,2020,-0.3612168076216274,214.17999267578125
2020-02-15,215.6924934387207,212.8374938964844,213.88750076293945,1581724800,2.0815222924278163,217.56742094269023,212.3188067844936,207.0701926262969,212.183489959548,210.69624926249185,220.02108296100144,201.37141556398225,214.69211112128363,2,4.187050582614629,2020,-0.2063789722711554,215.0849952697754
2020-02-16,216.45499420166016,213.0249938964844,213.7750015258789,1581811200,2.128057976911754,218.72266540257985,212.7721399579729,206.82161451336603,212.6910243467776,210.73024915059403,220.11786822192764,201.34263007926043,214.7203260504681,2,4.132975562797566,2020,-0.0489674416365522,215.9899978637696
2020-02-17,217.2174949645996,213.2124938964844,213.6625022888184,1581897600,2.174788646883852,220.0493962490769,213.3199975149972,206.59059878091747,213.25155449490904,210.6848322550456,219.95929191141727,201.4103725986738,214.76659571870843,2,4.12383452746311,2020,0.1084905585862298,216.89500045776367
2020-02-18,217.97999572753903,213.3999938964844,213.5500030517578,1581984000,2.22171430234411,219.6203463614976,214.83571188790452,210.05107741431155,213.8580143024889,210.40649897257487,218.5173409405585,202.2956570045912,214.82979170481363,2,4.156417906291076,2020,0.2640063467670026,217.8000030517578
2020-02-19,218.32000732421875,216.1100006103516,217.9900054931641,1582070400,2.268573167912613,219.2902263898997,215.7971420288086,212.3040576677175,214.34227979457893,210.84333267211915,219.4628394501328,202.22382589410552,214.8840817821269,2,4.017388535403653,2020,0.3708856906839878,217.4900054931641
2020-02-20,218.7700042724609,212.9499969482422,216.5200042724609,1582156800,2.3148050645769715,218.8811954446992,216.0028566632952,213.12451788189128,214.37397606610904,211.42066599528,219.6145297631104,203.22680222744955,214.87800018310543,2,4.146147020319016,2020,0.3420248113788606,214.5800018310547
2020-02-21,214.2400054931641,208.8300018310547,213.47999572753903,1582243200,2.360088966242481,220.64195901972147,215.43142809186665,210.22089716401177,213.814778280732,211.7795548333062,219.17760672622865,204.38150294038377,214.7858823888442,2,4.260707947439086,2020,0.1516745391087884,210.17999267578125
2020-02-22,210.71000162760416,205.27666727701825,209.586664835612,1582329600,2.404693473519472,222.52514909182548,214.2802376520066,206.03532621218773,212.90969613540176,211.9668880886502,218.68603215444097,205.24774402285945,214.63666661580405,2,4.344466976235292,2020,-0.1175641470760903,207.0266621907552
2020-02-23,207.1799977620443,201.72333272298172,205.69333394368488,1582416000,2.448618586407944,223.6960303727528,212.5492853437152,201.40254031467748,211.7048475447788,211.98266576131184,218.6235064735854,205.3418250490384,214.43358482504792,2,4.423909695008667,2020,-0.4469066681698482,203.8733317057292
2020-02-24,203.6499938964844,198.1699981689453,201.8000030517578,1582502400,2.491864304907897,223.6561171442683,210.2385711669922,196.82102518971607,210.2402013682353,211.5978322347005,219.78894716361432,203.4067173057868,214.1796295731156,2,4.515297112278322,2020,-0.8213161827397008,200.72000122070312
2020-02-25,203.5,195.9499969482422,202.25,1582588800,2.53425898487128,222.09121960613072,207.23428562709265,192.37735164805457,208.4441750887988,211.0089988708496,221.01866426162,200.9993334800793,213.8630909312855,2,4.732061822241143,2020,-1.2593223904036408,196.7700042724609
2020-02-26,201.2100067138672,195.4900054931641,197.19000244140625,1582675200,2.576746308029665,217.6970459049268,204.33571297781808,190.97438005070936,206.94495133672456,210.38433227539065,221.9730331290088,198.79563142177244,213.5655356815883,2,4.802628922131282,2020,-1.5758492325208473,197.1999969482422
2020-02-27,195.8800048828125,189.5,191.82000732421875,1582761600,2.617628507289635,214.6331795252782,200.788569859096,186.94396019291372,204.65229115849465,209.38516565958665,223.6382606273257,195.1320706918475,213.14771926612184,2,5.009583781139204,2020,-2.0996005128116866,189.75
2020-02-28,192.7400054931641,181.82000732421875,182.6999969482422,1582848000,2.6590967388652422,210.47067791743115,198.2585710797991,186.04646424216708,203.0279858334557,208.2374436272515,225.07796547101697,191.39692178348605,212.7912068860284,2,5.43175623741107,2020,-2.386254160778773,192.47000122070312
2020-02-29,194.0166727701823,184.16334025065103,186.4766642252604,1582934400,2.7008500866129483,206.0890341068238,196.36809576125373,186.6471574156837,201.79669905045333,207.1585549248589,225.60845659744749,188.7086532522704,212.4692090567896,2,5.747583114705371,2020,-2.5353286623769584,193.7933349609375
2020-03-01,195.29334004720053,186.5066731770833,190.25333150227863,1583020800,2.7428885505327525,202.2365213448,195.11714390345983,187.9977664621197,200.90602833721584,206.14849955240885,225.5527830097265,186.7442160950912,212.18000005086265,3,5.964660525806217,2020,-2.573151485776481,195.11666870117188
2020-03-02,196.57000732421875,188.8500061035156,194.02999877929688,1583107200,2.785212130624656,199.9075259763405,194.5057155064174,189.1039050364943,200.3105582177745,205.436833190918,225.5571971949489,185.31646918688705,211.9219673031666,3,6.09004200401314,2020,-2.5221459733186524,196.44000244140625
2020-03-03,197.2400054931641,183.97000122070312,196.22000122070312,1583193600,2.8252626813254897,200.9498560802793,192.95142909458704,184.9530021088948,198.38781704069103,204.39883346557616,225.6813184077452,183.1163485234072,211.5020968529486,3,6.602896451759414,2020,-2.8780935547845155,185.88999938964844
2020-03-04,191.8300018310547,186.38999938964844,189.1699981689453,1583280000,2.866577939852601,199.250244151242,192.17428588867188,185.09832762610176,197.5041073695104,203.28766682942708,225.1638300180676,181.41150364078663,211.18873014904204,3,6.555546879591331,2020,-2.892160917986641,191.759994506836
2020-03-05,188.9900054931641,183.88999938964844,186.77999877929688,1583366400,2.906473364158852,200.2869846253009,191.51999991280687,182.7530152003129,195.8595594761017,201.89250055948887,224.461702778578,179.3232983403999,210.78218746185303,3,6.649436039419631,2020,-3.140439480846174,185.1699981689453
2020-03-06,183.77999877929688,176.25999450683594,178.3300018310547,1583452800,2.945489739991647,201.5753767467789,189.894284929548,178.21319311231704,193.8902843910069,200.18441734313964,223.86725844844372,176.5015762378355,210.3253845214844,3,6.810905155326041,2020,-3.472306319355125,181.08999633789065
2020-03-07,180.85333251953125,172.56999715169272,175.42000325520834,1583539200,2.983673749483277,201.92044193968707,187.5276176815941,173.1347934235012,191.66846836890736,198.27075080871583,223.02085206295143,173.5206495544802,209.8238887594204,3,6.93298330038832,2020,-3.860987535992678,177.22666422526044
2020-03-08,177.92666625976562,168.87999979654947,172.51000467936197,1583625600,3.021025392633743,200.46498247848703,184.4199981689453,168.3750138594036,189.22778353473709,196.15150095621743,221.8318209237892,170.4711809886457,209.2797013467817,3,7.083960669161737,2020,-4.293954164958185,173.36333211263022
2020-03-09,175.0,165.19000244140625,169.60000610351562,1583712000,3.0575446694430446,196.07642755926668,180.5714263916016,165.06642522393645,186.5974123967721,193.82666778564453,220.20054671337104,167.45278885791802,208.6947057387408,3,7.2786775898354525,2020,-4.761196665575371,169.5
2020-03-10,178.2899932861328,169.5,174.6699981689453,1583798400,3.0959362330053324,194.2930677583776,179.47142682756697,164.64978589675633,185.47642440272327,191.72766749064127,216.88751674018576,166.56781824109677,208.2526085895041,3,7.38662871099955,2020,-4.710304429062539,178.19000244140625
2020-03-11,175.8800048828125,167.66000366210938,174.00999450683594,1583884800,3.132614946188942,187.8738798220571,176.3971426827567,164.92040554345633,183.4449018814488,189.51900100708008,213.6512593684889,165.38674264567123,207.7095714024135,3,7.611155144449359,2020,-4.965971206729465,170.24000549316406
2020-03-12,166.60000610351562,154.33999633789062,159.5399932861328,1583971200,3.165895965264529,189.6516930139302,172.0114288330078,154.3711646520854,179.5815817933494,186.8883344014486,212.5453835732132,161.23128522968403,206.95971830126263,3,8.203216145222507,2020,-5.817998464504394,154.47000122070312
2020-03-13,170.7899932861328,157.60000610351562,163.52999877929688,1584057600,3.202583295120037,186.18660320414585,170.46714346749442,154.747683730843,178.34137072480905,184.81594551934137,210.0978192923459,159.53407174633685,206.45027775234647,3,8.782985853808734,2020,-5.735039615263064,170.27999877929688
2020-03-14,166.90333048502603,152.76667277018228,159.7933349609375,1584144000,3.2375276102180446,183.83617756482096,168.31904820033483,152.8019188358487,176.18785427552027,182.634001159668,208.37878327424173,156.88921904509422,205.84397254142587,3,9.406581579187725,2020,-5.975683785139637,162.18999735514322
2020-03-15,163.01666768391928,147.93333943684897,156.05667114257812,1584230400,3.2707289105585526,183.54671900752885,165.567143031529,147.58756705552918,173.24280649624953,180.3425013224284,207.38736523400843,153.29763741084838,205.1447296142578,3,9.81206348403648,2020,-6.480392577232689,154.0999959309896
2020-03-16,159.1300048828125,143.10000610351562,152.32000732421875,1584316800,3.30218719614156,184.91365483362807,162.21142796107702,139.50920108852597,169.61176489766106,177.87616806030277,206.7889461694677,148.96338995113777,204.35626647949212,3,10.256201719412225,2020,-7.203339725785272,146.00999450683594
2020-03-17,153.94000244140625,140.0,150.74000549316406,1584403200,3.334380177108976,177.47749086636497,158.10142735072546,138.72536383508597,166.91952933383232,175.36716791788737,205.61736912176968,145.11696671400506,203.6334208438271,3,10.519330342411797,2020,-7.555315202965263,149.4199981689453
2020-03-18,148.17999267578125,137.10000610351562,139.75,1584489600,3.3660431456345243,172.335350860534,154.77571323939733,137.21607561826067,164.2582596511703,172.9856679280599,205.2509251112368,140.72041074488305,202.89740247850293,3,10.647949036913074,2020,-7.884581046328274,146.9600067138672
2020-03-19,159.92999267578125,144.8000030517578,146.6199951171875,1584576000,3.3990354585320177,172.18863490649332,154.58428519112724,136.97993547576115,162.77449234872262,171.16616770426432,203.72943998413209,138.60289542439656,202.25935891958383,3,10.968094793135243,2020,-7.7689655736192655,153.1300048828125
2020-03-20,159.27000427246094,148.0,156.02000427246094,1584662400,3.4312952293911887,162.6561269048001,151.64857046944755,140.641014034095,161.03522613256482,169.2499452379015,201.49263109473355,137.00725938106947,201.5944302715833,3,10.989659755944222,2020,-7.766696515661564,149.72999572753906
2020-03-21,156.95000203450522,146.08333333333334,153.9000040690104,1584748800,3.463437938220319,155.70891916620428,149.79095168340774,143.8729842006112,159.45541809527143,167.1716672261556,198.5025940174517,135.84074043485947,200.9393332163493,3,10.98087468060334,2020,-7.714408502692663,149.1866658528646
2020-03-22,154.62999979654947,144.16666666666666,151.7800038655599,1584835200,3.495463585019407,153.55962093173088,149.0114288330078,144.46323673428475,158.01380714632728,164.93133366902669,194.5605828333038,135.30208450474956,200.29370362081644,3,10.943907426980449,2020,-7.6224769537615105,148.6433359781901
2020-03-23,152.30999755859375,142.25,149.66000366210938,1584921600,3.527372169788454,153.15942951355203,149.31000191824776,145.4605743229435,156.6919670072857,162.8573336283366,191.16038450595417,134.554282750719,199.6571951145079,3,10.880771007809969,2020,-7.499665217860226,148.10000610351562
2020-03-24,161.30999755859375,152.57000732421875,155.2100067138672,1585008000,3.5620557864535525,160.59862507611436,150.961430140904,141.32423520569367,157.26370416998614,161.27200037638346,186.56735353475327,135.9766472180136,199.19120476044804,3,11.047143896900552,2020,-6.6678217969801175,160.97999572753906
2020-03-25,162.99000549316406,153.05999755859375,158.9199981689453,1585094400,3.5957116948639745,161.89626052587636,152.2828587123326,142.66945689878884,157.12321117583696,159.84216715494793,182.3247292632041,137.3596050466917,198.6795238313221,3,10.96734847101982,2020,-6.180792555808474,156.2100067138672
2020-03-26,164.0,157.02000427246094,158.25,1585180800,3.630903780647418,166.52884169267304,153.7414289202009,140.95401614772874,157.95211586411077,158.89600067138673,179.22998727760898,138.56201406516448,198.2637646843405,3,10.740394529242176,2020,-5.368032202160952,163.33999633789062
2020-03-27,160.08999633789062,154.75,158.1999969482422,1585267200,3.664684648881901,167.1693002270221,154.75,142.3306997729779,157.79716618704705,157.91233393351237,176.40235312160553,139.4223147454192,197.7815115285474,3,10.586794658431351,2020,-4.999440397749762,156.7899932861328
2020-03-28,162.30999755859375,155.85333251953125,158.52666219075522,1585353600,3.699123367085529,168.10809844959053,156.27238028390067,144.43666211821082,158.06998774079668,157.2096115960015,174.232969514037,140.18625367796602,197.3454404516695,3,10.291785399905008,2020,-4.49992683670343,159.84332784016928
2020-03-29,164.52999877929688,156.9566650390625,158.85332743326822,1585440000,3.734219935258304,168.85316269236912,158.3085697719029,147.7639768514367,158.71354436125122,156.78783365885417,172.88020389210968,140.69546342559866,196.9539770646529,3,10.097610281357106,2020,-3.9034105517085287,162.89666239420572
2020-03-30,166.75,158.05999755859375,159.17999267578125,1585526400,3.769974353400225,167.95043439614722,160.8585684640067,153.7667025318662,159.67840470618336,156.2008336385091,170.16111754525028,142.2405497317679,196.6056177375022,3,9.99706686421776,2020,-3.238750947576424,165.9499969482422
2020-03-31,170.92999267578125,164.1999969482422,165.47999572753906,1585612800,3.8059119078736137,170.0919350613829,161.68999808175224,153.28806110212156,160.62795115225995,156.0033332824707,169.15491925725613,142.85174730768526,196.27444424099392,3,9.763704640169282,2020,-2.6392889563492647,166.8000030517578
2020-04-01,164.14999389648438,158.0399932861328,161.6199951171875,1585699200,3.84029820168872,169.41237050077487,162.17428370884485,154.93619691691484,160.49089181242738,156.1096664428711,169.37908613691573,142.84024674882644,195.87142843728537,4,9.692012149130406,2020,-2.496111418276611,159.60000610351562
2020-04-02,161.35000610351562,155.9199981689453,159.10000610351562,1585785600,3.874380706040471,169.15485361046075,161.4385702950614,153.72228697966204,160.1841065629579,155.72283325195315,168.1768684640536,143.2687980398527,195.46184771993885,4,9.387583276661829,2020,-2.425824920547045,158.19000244140625
2020-04-03,157.91000366210938,150.8300018310547,157.14999389648438,1585872000,3.907599241916476,169.9881964844199,161.06571306501115,152.14322964560242,159.3835580446677,155.40716654459635,167.6569321107967,143.157400978396,195.0179568054856,4,9.242755943353952,2020,-2.543855452794206,154.17999267578125
2020-04-04,160.67333475748697,153.38999938964844,158.14999389648438,1585958400,3.941634345258057,169.99968702577516,160.798094249907,151.59650147403883,159.19508312330402,155.52355533175998,167.80189928311316,143.2452113804068,194.62382956430423,4,9.102797330817136,2020,-2.41957996818964,157.9699961344401
2020-04-05,163.4366658528646,155.9499969482422,159.14999389648438,1586044800,3.976486016065212,169.70363041648278,160.6357138497489,151.567797283015,159.53707198594333,156.071999613444,168.17989382306678,143.96410540382124,194.2778945119757,4,8.987359586088942,2020,-2.1053340313188764,161.75999959309897
2020-04-06,166.1999969482422,158.50999450683594,160.14999389648438,1586131200,4.012154254337943,169.49396841046052,160.57857186453683,151.66317531861313,160.33879612805194,156.8536661783854,168.72562808017463,144.98170427659616,193.97864564259848,4,8.894691218611607,2020,-1.6464331748337355,165.5500030517578
2020-04-07,173.38999938964844,166.00999450683594,171.7899932861328,1586217600,4.048529178058197,170.8022730660942,160.86857169015067,150.93487031420716,161.47095688845232,158.120166015625,169.65406180883517,146.5862702224148,193.7193812734073,4,8.81935586998868,2020,-1.1067670485069254,168.8300018310547
2020-04-08,175.0,167.74000549316406,171.25,1586304000,4.086078319755813,177.00111460049456,162.96571350097656,148.93031240145856,163.17882914056494,159.10616607666014,171.95675726091483,146.25557489240546,193.52102022754903,4,8.707972915477772,2020,-0.406769746072632,174.27999877929688
2020-04-09,177.0800018310547,171.57000732421875,175.89999389648438,1586390400,4.12382352443652,181.3280820439716,165.39428492954798,149.46048781512434,164.78031891401045,160.22016626993815,174.39341913514863,146.04691340472766,193.3358584317294,4,8.47954588628907,2020,0.1853472999422941,175.19000244140625
2020-04-10,176.56000137329102,171.0400047302246,175.3424949645996,1586476800,4.161547183328042,182.20445739048705,168.38142885480607,154.5584003191251,166.15494307915412,161.3946663538615,176.14164217623966,146.64769053148336,193.153399848938,4,8.268149511773167,2020,0.6378834818234895,175.0900001525879
